"unNo","psn","classOrDivision","subsidiaryHazard","segregation"
"2281","HEXAMETHYLENE DIISOCYANATE","6.1","",""
"2282","HEXANOLS","3","",""
"2283","ISOBUTYL METHACRYLATE, STABILIZED","3","",""
"2284","ISOBUTYRONITRILE","3","6.1",""
"2285","ISOCYANATOBENZOTRIFLUORIDES","6.1","3",""
"2286","PENTAMETHYLHEPTANE","3","",""
"2287","ISOHEPTENES","3","",""
"2288","ISOHEXENES","3","",""
"2289","ISOPHORONEDIAMINE","8","","SG35"
"2290","ISOPHORONE DIISOCYANATE","6.1","",""
"2291","LEAD COMPOUND, SOLUBLE, N.O.S.","6.1","","SGG7, SGG9"
"2293","4-METHOXY-4-METHYL-PENTAN-2-ONE","3","",""
"2294","N-METHYLANILINE","6.1","",""
"2295","METHYL CHLOROACETATE","6.1","3",""
"2296","METHYLCYCLOHEXANE","3","",""
"2297","METHYLCYCLOHEXANONE","3","",""
"2298","METHYLCYCLOPENTANE","3","",""
"2299","METHYL DICHLOROACETATE","6.1","",""
"2300","2-METHYL-5-ETHYLPYRIDINE","6.1","",""
"2301","2-METHYLFURAN","3","",""
"2302","5-METHYLHEXAN-2-ONE","3","",""
"2303","ISOPROPENYLBENZENE","3","",""
"2304","NAPHTHALENE, MOLTEN","4.1","","SGG1, SG36"
"2305","NITROBENZENESULPHONIC ACID","8","","SG49"
"2306","NITROBENZOTRIFLUORIDES, LIQUID","6.1","",""
"2307","3-NITRO-4-CHLORO-BENZOTRIFLUORIDE","6.1","",""
"2308","NITROSYLSULPHURIC ACID, LIQUID","8","","SGG1, SG6, SG16, SG17, SG19, SG36"
"2309","OCTADIENE","3","",""
"2310","PENTANE-2,4-DIONE","3","6.1",""
"2311","PHENETIDINES","6.1","",""
"2312","PHENOL, MOLTEN","6.1","",""
"2313","PICOLINES","3","",""
"2315","POLYCHLORINATED BIPHENYLS, LIQUID","9","","SG50"
"2316","SODIUM CUPROCYANIDE, SOLID","6.1","","SGG6, SG35"
"2317","SODIUM CUPROCYANIDE SOLUTION","6.1","","SGG6, SG35"
"2318","SODIUM HYDROSULPHIDE","4.2","","SGG18, SG35"
"2319","TERPENE HYDROCARBONS, N.O.S.","3","",""
"2320","TETRAETHYLENEPENTAMINE","8","","SGG18, SG35"
"2321","TRICHLOROBENZENES, LIQUID","6.1","","SGG10"
"2322","TRICHLOROBUTENE","6.1","","SGG10"
"2323","TRIETHYL PHOSPHITE","3","",""
"2324","TRIISOBUTYLENE","3","",""
"2325","1,3,5-TRIMETHYLBENZENE","3","",""
"2326","TRIMETHYLCYCLOHEXYLAMINE","8","","SG35"
"2327","TRIMETHYLHEXAMETHYLENEDIAMINES","8","","SG35"
"2328","TRIMETHYLHEXAMETHYLENE DIISOCYANATE","6.1","",""
"2329","TRIMETHYL PHOSPHITE","3","",""
"2330","UNDECANE","3","",""
"2331","ZINC CHLORIDE, ANHYDROUS","8","","SGG1, SGG7, SG36, SG49"
"2332","ACETALDEHYDE OXIME","3","",""
"2333","ALLYL ACETATE","3","6.1",""
"2334","ALLYLAMINE","6.1","3","SG35"
"2335","ALLYL ETHYL ETHER","3","6.1",""
"2336","ALLYL FORMATE","3","6.1",""
"2337","PHENYL MERCAPTAN","6.1","3","SG35"
"2338","BENZOTRIFLUORIDE","3","",""
"2339","2-BROMOBUTANE","3","","SGG10"
"2340","2-BROMOETHYL ETHYL ETHER","3","",""
"2341","1-BROMO-3-METHYLBUTANE","3","","SGG10"
"2342","BROMOMETHYLPROPANES","3","","SGG10"
"2343","2-BROMOPENTANE","3","","SGG10"
"2344","BROMOPROPANES","3","","SGG10"
"2345","3-BROMOPROPYNE","3","",""
"2346","BUTANEDIONE","3","",""
"2347","BUTYL MERCAPTAN","3","","SG35, SG50, SG57"
"2348","BUTYL ACRYLATES, STABILIZED","3","",""
"2350","BUTYL METHYL ETHER","3","",""
"2351","BUTYL NITRITES","3","",""
"2352","BUTYL VINYL ETHER, STABILIZED","3","",""
"2353","BUTYRYL CHLORIDE","3","8",""
"2354","CHLOROMETHYL ETHYL ETHER","3","6.1",""
"2356","2-CHLOROPROPANE","3","","SGG10"
"2357","CYCLOHEXYLAMINE","8","3",""
"2358","CYCLOOCTATETRAENE","3","",""
"2359","DIALLYLAMINE","3","6.1/8","SG5, SG8, SG35"
"2360","DIALLYL ETHER","3","6.1",""
"2361","DIISOBUTYLAMINE","3","8","SG35"
"2362","1,1-DICHLOROETHANE","3","","SGG10"
"2363","ETHYL MERCAPTAN","3","","SG50, SG57"
"2364","n-PROPYLBENZENE","3","",""
"2366","DIETHYL CARBONATE","3","",""
"2367","alpha-METHYL-VALERALDEHYDE","3","",""
"2368","alpha-PINENE","3","",""
"2370","1-HEXENE","3","",""
"2371","ISOPENTENES","3","",""
"2372","1,2-DI-(DIMETHYLAMINO) ETHANE","3","",""
"2373","DIETHOXYMETHANE","3","",""
"2374","3,3-DIETHOXYPROPENE","3","",""
"2375","DIETHYL SULPHIDE","3","",""
"2376","2,3-DIHYDROPYRAN","3","",""
"2377","1,1-DIMETHOXYETHANE","3","",""
"2378","2-DIMETHYLAMINO-ACETONITRILE","3","6.1","SG35"
"2379","1,3-DIMETHYLBUTYLAMINE","3","8","SGG18, SG35"
"2380","DIMETHYLDIETHOXYSILANE","3","",""
"2381","DIMETHYL DISULPHIDE","3","6.1",""
"2382","DIMETHYLHYDRAZINE, SYMMETRICAL","6.1",3,"SGG18, SG17, SG35"
"2383","DIPROPYLAMINE","3","8","SG35"
"2384","Di-n-PROPYL ETHER","3","",""
"2385","ETHYL ISOBUTYRATE","3","",""
"2386","1-ETHYLPIPERIDINE","3","8","SGG18, SG35"
"2387","FLUOROBENZENE","3","","SGG10"
"2388","FLUOROTOLUENES","3","","SGG10"
"2389","FURAN","3","",""
"2390","2-IODOBUTANE","3","","SGG10"
"2391","IODOMETHYLPROPANES","3","","SGG10"
"2392","IODOPROPANES","3","","SGG10"
"2393","ISOBUTYL FORMATE","3","",""
"2394","ISOBUTYL PROPIONATE","3","",""
"2395","ISOBUTYRYL CHLORIDE","3","8","SGG1, SG36, SG49"
"2396","METHACRYLALDEHYDE, STABILIZED","3","6.1",""
"2397","3-METHYLBUTAN-2-ONE","3","","SGG18, SG35"
"2398","METHYL tert-BUTYL ETHER","3","","SGG18, SG35"
"2399","1-METHYLPIPERIDINE","3","8","SGG18, SG35"
"2400","METHYL ISOVALERATE","3","",""
"2401","PIPERIDINE","8","3",""
"2402","PROPANETHIOLS","3","","SG50, SG57"
"2403","ISOPROPENYL ACETATE","3","",""
"2404","PROPIONITRILE","3","6.1",""
"2405","ISOPROPYL BUTYRATE","3","",""
"2045","ISOBUTYL ALDEHYDE (ISOBUTYRALDEHYDE)","3","",""
"2046","CYMENES","3","",""
"2047","DICHLOROPROPENES","3","",""
"2048","DICYCLOPENTADIENE","3","",""
"2049","DIETHYLBENZENE","3","",""
"2050","DIISOBUTYLENES, ISOMERIC COMPOUNDS","3","",""
"2051","2-DIMETHYLAMINOETHANOL","3","","SG35"
"2052","DIPENTENE","3","",""
"2053","METHYL ISOBUTYL CARBINOL","3","",""
"2054","MORPHOLINE","8","3",""
"2055","STYRENE MONOMER, STABILIZED","3","",""
"2056","TETRAHYDROFURAN","3","",""
"2057","TRIPROPYLENE","3","",""
"2058","VALERALDEHYDE","3","",""
"2059","NITROCELLULOSE SOLUTION, FLAMMABLE","3","",""
"2067","AMMONIUM NITRATE BASED FERTILIZER","6.1","","SGG2"
"2071","AMMONIUM NITRATE BASED FERTILIZER","9","","SG16, SG42"
"2073","AMMONIA SOLUTION","2.2","","SG35, SG46, SGG2, SGG18"
"2074","ACRYLAMIDE, SOLID","6.1","",""
"2075","CHLORAL, ANHYDROUS, STABILIZED","8.1","",""
"2076","CRESOLS, LIQUID","6.1","8",""
"2077","alpha-NAPHTHYLAMINE","6.1","",""
"2078","TOLUENE DIISOCYANATE","6.1","",""
"2079","DIETHYLENETRIAMINE","8","","SGG18, SG35"
"2186","HYDROGEN CHLORIDE, REFRIGERATED LIQUID","2.3","8",""
"2187","CARBON DIOXIDE, REFRIGERATED LIQUID","2.2","",""
"2188","ARSINE","2.3","2.1",""
"2189","DICHLOROSILANE","2.3","2.1/8","SG4, SG9, SG72"
"2190","OXYGEN DIFLUORIDE, COMPRESSED","2.3","5.1/8","SG6, SG19"
"2191","SULPHURYL FLUORIDE","2.0","",""
"2192","GERMANE","2.3","2.1",""
"2193","HEXAFLUOROETHANE","2.2","",""
"2194","SELENIUM HEXAFLUORIDE","2.3","8",""
"2195","TELLURIUM HEXAFLUORIDE","2.3","8",""
"2196","TUNGSTEN HEXAFLUORIDE","2.3","8",""
"2197","HYDROGEN IODIDE, ANHYDROUS","2.3","8",""
"2198","PHOSPHORUS PENTAFLUORIDE","2.3","8",""
"2199","PHOSPHINE","2.3","2.1",""
"2200","PROPADIENE, STABILIZED","2.1","",""
"2201","NITROUS OXIDE, REFRIGERATED LIQUID","2.2","5.1",""
"2202","HYDROGEN SELENIDE, ANHYDROUS","2.3","2.1","SG43, SG46"
"2203","SILANE","2.1","",""
"2204","CARBONYL SULPHIDE","2.3","2.1",""
"2205","ADIPONITRILE","6.1","","SGG8"
"2206","ISOCYANATES, TOXIC, N.O.S.","8.1","",""
"2208","CALCIUM HYPOCHLORITE MIXTURE, DRY","5.1","","SG38, SG49, SG53, SG60"
"2209","FORMALDEHYDE SOLUTION","8","",""
"2210","MANEB OR MANEB PREPARATION","4.2","4.3","SG26, SG29"
"2211","POLYMERIC BEADS, EXPANDABLE","6","","SG29"
"2212","ASBESTOS, AMPHIBOLE","9","",""
"2213","PARAFORMALDEHYDE","4.1","",""
"2214","PHTHALIC ANHYDRIDE","8","","SGG1, SG36, SG49"
"2215","MALEIC ANHYDRIDE","8","","SGG1, SG36, SG49, SG50, SG57"
"1939","PHOSPHORUS OXYBROMIDE","8","","SGG1 SG36 SG49"
"1940","THIOGLYCOLIC ACID","8","","SGG1 SG36"
"1941","DIBROMODIFLUOROMETHANE","9","","SG49"
"1942","AMMONIUM NITRATE with not more than 0.2% combustible substances, including any organic substance calculated as carbon, to the exclusion of any other added substance","5.1","","SGG2 SG16 SG42 SG45 SG47 SG48 SG51 SG56 SG58 SG59 SG61"
"1944","MATCHES, SAFETY (book, card or strike on box)","4.1","",""
"1945","MATCHES, WAX VESTA","4.1","",""
"1950","AEROSOLS","2","See SP63","SG69"
"1951","ARGON, REFRIGERATED LIQUID","2.2","",""
"1952","ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with not more than 9% ethylene oxide","2.2","",""
"1953","COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S.","2.3","2.1",""
"1954","COMPRESSED GAS, FLAMMABLE, N.O.S.","2.1","",""
"1955","COMPRESSED GAS, TOXIC, N.O.S.","2.3","",""
"1956","COMPRESSED GAS, N.O.S.","2.2","",""
"1957","DEUTERIUM, COMPRESSED","2.1","",""
"1958","1,2-DICHLORO-1,1,2,2-TETRAFLUOROETHANE (REFRIGERANT GAS R 114)","2.2","",""
"1959","1,1-DIFLUOROETHYLENE (REFRIGERANT GAS R 1132a)","2.1","",""
"1961","ETHANE, REFRIGERATED LIQUID","2.1","",""
"1962","ETHYLENE","2.1","",""
"1963","HELIUM, REFRIGERATED LIQUID","2.2","",""
"1964","HYDROCARBON GAS MIXTURE, COMPRESSED, N.O.S.","2.1","",""
"1965","HYDROCARBON GAS MIXTURE, LIQUEFIED, N.O.S.","2.1","",""
"1966","HYDROGEN, REFRIGERATED LIQUID","2.1","","SG46"
"1967","INSECTICIDE GAS, TOXIC, N.O.S.","2.3","",""
"1968","INSECTICIDE GAS, N.O.S.","2.2","",""
"1969","ISOBUTANE","2.1","",""
"1970","KRYPTON, REFRIGERATED LIQUID","2.2","",""
"1971","METHANE, COMPRESSED or NATURAL GAS, COMPRESSED with high methane content","2.1","",""
"1972","METHANE, REFRIGERATED LIQUID or NATURAL GAS, REFRIGERATED LIQUID with high methane content","2.1","",""
"1973","CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROETHANE MIXTURE with fixed boiling point, with approximately 49% chlorodifluoromethane (REFRIGERANT GAS R 502)","2.2","",""
"1974","CHLORODIFLUOROBROMOMETHANE (REFRIGERANT GAS R 12B1)","2.2","",""
"1975","NITRIC OXIDE AND DINITROGEN TETROXIDE MIXTURE (NITRIC OXIDE AND NITROGEN DIOXIDE MIXTURE)","2.3","5.1/8","SG6 SG19"
"1976","OCTAFLUOROCYCLOBUTANE (REFRIGERANT GAS RC 318)","2.2","",""
"1977","NITROGEN, REFRIGERATED LIQUID","2.2","",""
"1978","PROPANE","2.1","",""
"1982","TETRAFLUOROMETHANE (REFRIGERANT GAS R 14)","2.2","",""
"1983","1-CHLORO-2,2,2-TRIFLUOROETHANE (REFRIGERANT GAS R 133a)","2.2","",""
"1984","TRIFLUOROMETHANE (REFRIGERANT GAS R 23)","2.2","",""
"1986","ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.","3","6.1",""
"1987","ALCOHOLS, N.O.S.","3","",""
"1988","ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.","3","6.1",""
"1989","ALDEHYDES, N.O.S.","3","",""
"1990","BENZALDEHYDE","9","","SGG10"
"1991","CHLOROPRENE, STABILIZED","3","6.1",""
"1992","FLAMMABLE LIQUID, TOXIC, N.O.S.","3","6.1",""
"1993","FLAMMABLE LIQUID, N.O.S.","3","",""
"1994","IRON PENTACARBONYL","6.1","3",""
"1999","TARS, LIQUID, including road oils, and cutback bitumens","3","",""
"2000","CELLULOID in block, rods, rolls, sheets, tubes, etc., except scrap","4.1","",""
"2001","COBALT NAPHTHENATES, POWDER","4.1","",""
"2002","CELLULOID, SCRAP","4.2","",""
"2004","MAGNESIUM DIAMIDE","4.2","","SG26"
"2006","PLASTICS, NITROCELLULOSE-BASED, SELF-HEATING, N.O.S.","4.2","",""
"2008","ZIRCONIUM POWDER, DRY","4.2","","SGG15 SG26"
"2009","ZIRCONIUM, DRY, finished sheets, strip or coiled wire","4.2","","SGG15 SG26"
"2010","MAGNESIUM HYDRIDE","4.3","","SG26 SG35"
"2011","MAGNESIUM PHOSPHIDE","4.3","6.1","SG26 SG35"
"2012","POTASSIUM PHOSPHIDE","4.3","6.1","SG26 SG35"
"2013","STRONTIUM PHOSPHIDE","4.3","6.1","SG26 SG35"
"2014","HYDROGEN PEROXIDE, AQUEOUS SOLUTION with not less than 20% but not more than 60% hydrogen peroxide (stabilized as necessary)","5.1","8","SGG16 SG16 SG59 SG72"
"2015","HYDROGEN PEROXIDE, STABILIZED or HYDROGEN PEROXIDE, AQUEOUS SOLUTION, STABILIZED with more than 60% hydrogen peroxide","5.1","8","SGG16 SG16 SG59"
"2016","AMMUNITION, TOXIC, NON-EXPLOSIVE without burster or expelling charge, non-fuzed","6.1","",""
"2017","AMMUNITION, TEAR-PRODUCING, NON-EXPLOSIVE without burster or expelling charge, non-fuzed","6.1","8",""
"2018","CHLOROANILINES, SOLID","6.1","","SGG7 SGG11"
"2019","CHLOROANILINES, LIQUID","6.1","","SG35"
"2020","CHLOROPHENOLS, SOLID","6.1","",""
"2021","CHLOROPHENOLS, LIQUID","6.1","",""
"2022","CRESYLIC ACID","6.1","8",""
"2023","EPICHLOROHYDRIN","6.1","3",""
"2024","MERCURY COMPOUND, LIQUID, N.O.S.","6.1","","SGG7 SGG11"
"2025","MERCURY COMPOUND, SOLID, N.O.S.","6.1","","SGG7 SGG11"
"2026","PHENYLMERCURIC COMPOUND, N.O.S.","6.1","","SGG7 SGG11"
"2027","SODIUM ARSENITE, SOLID","6.1","",""
"2028","BOMBS, SMOKE, NON-EXPLOSIVE with corrosive liquid, without initiating device","8","",""
"2029","HYDRAZINE, ANHYDROUS","8","3/6.1","SGG18 SG5 SG8 SG35"
"2030","HYDRAZINE, AQUEOUS SOLUTION with more than 37% hydrazine by mass","8","6.1","SGG18 SG35"
"2031","NITRIC ACID other than red fuming, with more than 70% nitric acid","8",5.1,"SGG1 SG6 SG16 SG17 SG19 SG36 SG49"
"2032","NITRIC ACID, RED FUMING","8","5.1/6.1","SGG1 SG6 SG16 SG17 SG19 SG36 SG49"
"2033","POTASSIUM MONOXIDE","8","","SGG18 SG22 SG35"
"2034","HYDROGEN AND METHANE MIXTURE, COMPRESSED","2.1","","SG46"
"2035","1,1,1-TRIFLUOROETHANE (REFRIGERANT GAS R 143a)","2.1","",""
"2036","XENON","2.2","",""
"2037","RECEPTACLES, SMALL, CONTAINING GAS (GAS CARTRIDGES) without a release device, non-refillable","2","",""
"2038","DINITROTOLUENES, LIQUID","6.1","",""
"2044","2,2-DIMETHYLPROPANE","2.1","",""
"1894","PHENYLMERCURIC HYDROXIDE","6.1","P","SGG7 SGG11"
"1895","PHENYLMERCURIC NITRATE","6.1","P","SGG7 SGG11"
"1897","TETRACHLOROETHYLENE","6.1",P,"SGG10"
"1898","ACETYL IODIDE","8","","SGG1 SG36 SG49"
"1902","DIISOOCTYL ACID PHOSPHATE","8","","SGG1 SG36 SG49"
"1903","DISINFECTANT, LIQUID, CORROSIVE, N.O.S.","8","",""
"1903","DISINFECTANT, LIQUID, CORROSIVE, N.O.S.","8","",""
"1903","DISINFECTANT, LIQUID, CORROSIVE, N.O.S.","8","",""
"1905","SELENIC ACID","8","","SGG1 SG36 SG49"
"1906","SLUDGE ACID","8","","SGG1 SG36 SG49"
"1907","SODA LIME with more than 4% sodium hydroxide","8","","SGG18 SG35"
"1908","CHLORITE SOLUTION","8","","SGG5 SG6 SG8 SG10 SG12 SG20"
"1908","CHLORITE SOLUTION","8","","SGG5 SG6 SG8 SG10 SG12 SG20"
"1910","CALCIUM OXIDE","8","",""
"1911","DIBORANE","2.3","2.1","SG46"
"1912","METHYL CHLORIDE AND METHYLENE CHLORIDE MIXTURE","2.1","",""
"1913","NEON, REFRIGERATED LIQUID","2.2","",""
"1914","BUTYL PROPIONATES","3","",""
"1915","CYCLOHEXANONE","3","",""
"1916","2,2'-DICHLORODIETHYL ETHER","6.1","3",""
"1917","ETHYL ACRYLATE, STABILIZED","3","",""
"1918","ISOPROPYLBENZENE","3","",""
"1919","METHYL ACRYLATE, STABILIZED","3","",""
"1920","NONANES","3","",""
"1921","PROPYLENEIMINE, STABILIZED",3,6.1,""
"1922","PYRROLIDINE",3,8,"SGG18 SG35"
"1923","CALCIUM DITHIONITE (CALCIUM HYDROSULPHITE)","4.2","",""
"1928","METHYLMAGNESIUM BROMIDE IN ETHYL ETHER","4.3","3","SG26"
"1929","POTASSIUM DITHIONITE (POTASSIUM HYDROSULPHITE)","4.2","",""
"1931","ZINC DITHIONITE (ZINC HYDROSULPHITE)","4.2","","SGG7 SG11 SG20"
"1932","ZIRCONIUM SCRAP","4.2","","SG26"
"1935","CYANIDE SOLUTION, N.O.S.","6.1","","SGG6 SG35"
"1935","CYANIDE SOLUTION, N.O.S.","6.1","","SGG6 SG35"
"1935","CYANIDE SOLUTION, N.O.S.","6.1","","SGG6 SG35"
"1938","BROMOACETIC ACID SOLUTION","8","","SGG1 SG36 SG49"
"1938","BROMOACETIC ACID SOLUTION","8","","SGG1 SG36 SG49"
"1764","DICHLOROACETIC ACID","8","","SGG1 SG36 SG49"
"1765","DICHLOROACETYL CHLORIDE","8","","SGG1 SG36 SG49"
"1766","DICHLOROPHENYL-TRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1767","DIETHYLDICHLOROSILANE","8","3","SGG1 SG36 SG49"
"1768","DIFLUOROPHOSPHORIC ACID, ANHYDROUS","8","","SGG1 SG36 SG49"
"1769","DIPHENYLDICHLOROSILANE","8","","SGG1 SG36 SG49"
"1770","DIPHENYLMETHYL BROMIDE","8","","SGG1 SG36 SG49"
"1771","DODECYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1773","FERRIC CHLORIDE, ANHYDROUS","8","","SGG1 SG36 SG49"
"1774","FIRE EXTINGUISHER CHARGES, corrosive liquid","8","","SGG1 SG36 SG49"
"1775","FLUOROBORIC ACID","8","","SGG1 SG36 SG49"
"1776","FLUOROPHOSPHORIC ACID, ANHYDROUS","8","","SGG1 SG36 SG49"
"1777","FLUOROSULPHONIC ACID","8","","SGG1 SG36 SG49"
"1778","FLUOROSILICIC ACID","8","","SGG1 SG36 SG49"
"1779","FORMIC ACID with more than 85% acid by mass","8","3","SGG1 SG36 SG49"
"1780","FUMARYL CHLORIDE","8","","SGG1 SG36 SG49"
"1781","HEXADECYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1782","HEXAFLUOROPHOSPHORIC ACID","8","","SGG1 SG36 SG49"
"1783","HEXAMETHYLENEDIAMINE SOLUTION","8","","SG35"
"1783","HEXAMETHYLENEDIAMINE SOLUTION","8","","SG35"
"1784","HEXYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1786","HYDROFLUORIC ACID AND SULPHURIC ACID MIXTURE",8,6.1,"SGG1 SG36 SG49"
"1787","HYDRIODIC ACID","8","","SGG1 SG36 SG49"
"1787","HYDRIODIC ACID","8","","SGG1 SG36 SG49"
"1788","HYDROBROMIC ACID","8","","SGG1 SG36 SG49"
"1788","HYDROBROMIC ACID","8","","SGG1 SG36 SG49"
"1789","HYDROCHLORIC ACID","8","","SGG1 SG36 SG49"
"1789","HYDROCHLORIC ACID","8","","SGG1 SG36 SG49"
"1790","HYDROFLUORIC ACID, with more than 60% hydrogen fluoride","8","6.1","SGG1 SG36 SG49"
"1790","HYDROFLUORIC ACID, with not more than 60% hydrogen fluoride","6.1","8","SGG1 SG36 SG49"
"1791","HYPOCHLORITE SOLUTION","8","","SGG8 SG20"
"1791","HYPOCHLORITE SOLUTION","8","","SGG8 SG20"
"1792","IODINE MONOCHLORIDE, SOLID","8","P","SGG1 SG6 SG16 SG17 SG19 SG36 SG49"
"1793","ISOPROPYL ACID PHOSPHATE","8","","SGG1 SG36 SG49"
"1794","LEAD SULPHATE with more than 3% free acid","8","","SGG1 SGG7 SGG9 SG36 SG49"
"1796","NITRATING ACID MIXTURE with more than 50% nitric acid","8","","SGG1 SG16 SG36 SG49"
"1796","NITRATING ACID MIXTURE with not more than 50% nitric acid",8,5.1,"SGG1 SG36 SG49"
"1798","NITROHYDROCHLORIC ACID","8","","SGG1 SG6 SG16 SG17 SG19 SG36 SG49"
"1799","NONYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1800","OCTADECYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1801","OCTYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1802","PERCHLORIC ACID with not more than 50% acid, by mass","8","5.1","SGG1 SG16 SG36 SG49"
"1803","PHENOLSULPHONIC ACID, LIQUID","8","","SGG1 SG36 SG49"
"1804","PHENYLTRICHLOROSILANE","8","","SGG1 SG36 SG49"
"1805","PHOSPHORIC ACID, SOLUTION","8","","SGG1 SG36 SG49"
"1806","PHOSPHORUS PENTACHLORIDE","8","","SGG1 SG6 SG8 SG10 SG12 SG36 SG49"
"1807","PHOSPHORUS PENTOXIDE","8","","SGG1 SG36 SG49"
"1808","PHOSPHORUS TRIBROMIDE","8","","SGG1 SG36 SG49"
"1809","PHOSPHORUS TRICHLORIDE","6.1","8","SGG1 SG36 SG49"
"1810","PHOSPHORUS OXYCHLORIDE","6.1","8","SGG1 SG36 SG49"
"1811","POTASSIUM HYDROGEN DIFLUORIDE, SOLID","8","6.1","SGG1 SG35 SG36 SG49"
"1812","POTASSIUM FLUORIDE, SOLID","6.1","","SG35"
"1813","POTASSIUM HYDROXIDE, SOLID","8","","SGG18 SG35"
"1814","POTASSIUM HYDROXIDE SOLUTION","8","","SGG18 SG35"
"1814","POTASSIUM HYDROXIDE SOLUTION","8","","SGG18 SG35"
"1815","PROPIONYL CHLORIDE","3","8","SGG1 SG36 SG49"
"1816","PROPYLTRICHLOROSILANE","8","3","SGG1 SG36 SG49"
"1817","PYROSULPHURYL CHLORIDE","8","","SGG1 SG36 SG49"
"1818","SILICON TETRACHLORIDE","8","","SGG1 SG36 SG49 SG72"
"1819","SODIUM ALUMINATE SOLUTION","8","","SGG18 SG35"
"1819","SODIUM ALUMINATE SOLUTION","8","","SGG18 SG35"
"1823","SODIUM HYDROXIDE, SOLID","8","","SGG18 SG35"
"1824","SODIUM HYDROXIDE SOLUTION","8","","SGG18 SG35"
"1824","SODIUM HYDROXIDE SOLUTION","8","","SGG18 SG35"
"1825","SODIUM MONOXIDE","8","","SGG18 SG35"
"1826","NITRATING ACID MIXTURE, SPENT, with more than 50% nitric acid","8","5.1","SGG1 SG16 SG36 SG49"
"1826","NITRATING ACID MIXTURE, SPENT, with not more than 50% nitric acid","8","","SGG1 SG36 SG49"
"1827","STANNIC CHLORIDE, ANHYDROUS","8","","SGG1 SG36 SG49"
"1828","SULPHUR CHLORIDES","8","","SGG1 SG36 SG49"
"1829","SULPHUR TRIOXIDE, STABILIZED","8","","SGG1 SG36 SG49"
"1830","SULPHURIC ACID with more than 51% acid","8","","SGG1 SG36 SG49"
"1831","SULPHURIC ACID, FUMING","8","6.1","SGG1 SG36 SG49"
"1832","SULPHURIC ACID, SPENT","8","","SGG1 SG36 SG49"
"1833","SULPHUROUS ACID","8","","SGG1 SG36 SG49"
"1834","SULPHURYL CHLORIDE","6.1","8","SGG1 SG36 SG49"
"1835","TETRAMETHYLAMMONIUM HYDROXIDE AQUEOUS SOLUTION with more than 2.5% but less than 25% tetramethylammonium hydroxide","8","6.1","SGG2 SGG18 SG35"
"1835","TETRAMETHYLAMMONIUM HYDROXIDE AQUEOUS SOLUTION with not more than 2.5% tetramethylammonium hydroxide","8","","SGG2 SGG18 SG35"
"1836","THIONYL CHLORIDE","8","","SGG1 SG36 SG49"
"1837","THIOPHOSPHORYL CHLORIDE","8","","SGG1 SG36 SG49"
"1838","TITANIUM TETRACHLORIDE","6.1","8","SGG1 SGG7 SG36 SG49"
"1839","TRICHLOROACETIC ACID, SOLID","8","","SGG1 SG36 SG49"
"1840","ZINC CHLORIDE SOLUTION","8","","SGG1 SGG7 SG36 SG49"
"1841","ACETALDEHYDE AMMONIA","9","","SG29"
"1843","AMMONIUM DINITRO-O-CRESOLATE, SOLID","6.1","","SGG2 SG15 SG16 SG30 SG63"
"1845","CARBON DIOXIDE, SOLID (DRY ICE)","9","",""
"1846","CARBON TETRACHLORIDE","6.1","","SGG10"
"1847","POTASSIUM SULPHIDE, HYDRATED with not less than 30% water of crystallization","8","","SGG18 SG35"
"1848","PROPIONIC ACID with not less than 10% and less than 90% acid, by mass","8","","SGG1 SG36 SG49"
"1849","SODIUM SULPHIDE, HYDRATED with not less than 30% water","8","","SGG18 SG35"
"1851","MEDICINE, LIQUID, TOXIC, N.O.S.","6.1","",""
"1851","MEDICINE, LIQUID, TOXIC, N.O.S.","6.1","",""
"1854","BARIUM ALLOYS, PYROPHORIC","4.2","","SGG15 SG26"
"1855","CALCIUM, PYROPHORIC or CALCIUM ALLOYS, PYROPHORIC","4.2","","SG26"
"1856","RAGS, OILY","4.2","",""
"1857","TEXTILE WASTE, WET","4.2","",""
"1858","HEXAFLUOROPROPYLENE (REFRIGERANT GAS R 1216)","2.2","",""
"1859","SILICON TETRAFLUORIDE",2.3,8,""
"1860","VINYL FLUORIDE, STABILIZED","2.1","",""
"1862","ETHYL CROTONATE","3","",""
"1863","FUEL, AVIATION, TURBINE ENGINE","3","",""
"1863","FUEL, AVIATION, TURBINE ENGINE","3","",""
"1863","FUEL, AVIATION, TURBINE ENGINE",3,"",""
"1865","n-PROPYL NITRATE","3","","SG6 SG8 SG10 SG12"
"1866","RESIN SOLUTION, flammable","3","",""
"1866","RESIN SOLUTION, flammable","3","",""
"1866","RESIN SOLUTION, flammable","3","",""
"1868","DECABORANE","4.1","6.1","SG17"
